occupation,skill,relation_type
business manager,ensure lawful business operations,essential
business manager,strive for company growth,essential
business manager,control financial resources,essential
business manager,manage staff,essential
business manager,recruit employees,essential
business manager,apply business acumen,essential
business manager,analyse business processes,essential
business manager,create a financial plan,essential
business manager,analyse business plans,essential
business manager,negotiate with stakeholders,essential
business manager,track key performance indicators,essential
business manager,develop revenue generation strategies,essential
business manager,develop company strategies,essential
business manager,build business relationships,essential
business manager,develop business plans,essential
business manager,liaise with managers,essential
business manager,follow company standards,essential
business manager,make strategic business decisions,essential
business manager,international trade,optional
business manager,banking activities,optional
business manager,financial statements,optional
business manager,financial management,optional
business manager,marketing management,optional
business manager,project management,optional
business manager,subsidiary operations,optional
